,STRUCTURE_NUMBER_008,Year,LAT_016,LONG_017,YEAR_BUILT_027,DECK_COND_058,DECK_STRUCTURE_TYPE_107
376,000000001003290,2009,41204469.0,74113303.0,1956.0,7,1
377,000000001003290,2010,41204469.0,74113303.0,1956.0,7,1
378,000000001003290,2011,41204469.0,74113303.0,1956.0,7,1
379,000000001003290,2012,41204469.0,74113303.0,1956.0,7,1
380,000000001003290,2013,41204469.0,74113303.0,1956.0,7,1
381,000000001003290,2014,41204469.0,74113303.0,1956.0,7,1
382,000000001003290,2015,41204469.0,74113303.0,1956.0,7,1
383,000000001003290,2016,41204469.0,74113303.0,1956.0,7,1
384,000000001003290,2017,41204502.0,74113278.0,1956.0,7,1
385,000000001003290,2018,41204502.0,74113278.0,1956.0,7,1
386,000000001003290,2019,41204502.0,74113278.0,1956.0,7,1
387,000000001003290,2020,41204502.0,74113278.0,1956.0,7,1
388,000000001003290,2021,41204502.0,74113278.0,1956.0,7,1
389,000000001003290,2022,41204502.0,74113278.0,1956.0,7,1
390,000000001003290,2023,41204502.0,74113278.0,1956.0,7,1
391,000000001004010,1992,42353000.0,74451800.0,1937.0,5,1
392,000000001004010,1993,42353000.0,74451800.0,1937.0,5,1
393,000000001004010,1994,42353000.0,74451800.0,1937.0,5,1
394,000000001004010,1995,42353000.0,74451800.0,1937.0,5,1
395,000000001004010,1996,42353000.0,74451800.0,1937.0,5,1
396,000000001004010,1997,42353000.0,74451800.0,1937.0,5,1
397,000000001004010,1998,42353000.0,74451800.0,1937.0,5,1
398,000000001004010,1999,42353000.0,74451800.0,1937.0,5,1
399,000000001004010,2000,42353000.0,74451800.0,1937.0,5,1
400,000000001004010,2001,42353000.0,74451800.0,1937.0,5,1
401,000000001004010,2002,42353000.0,74451800.0,1937.0,5,1
402,000000001004010,2003,42353000.0,74451200.0,1937.0,5,1
403,000000001004010,2004,42352878.0,74451333.0,1937.0,5,1
404,000000001004010,2005,42352878.0,74451333.0,1937.0,5,1
405,000000001004010,2006,42352878.0,74451333.0,1937.0,5,1
406,000000001004010,2007,42352878.0,74451333.0,1937.0,5,1
407,000000001004010,2008,42352878.0,74451333.0,1937.0,5,1
408,000000001004010,2009,42352878.0,74451333.0,1937.0,5,1
409,000000001004010,2010,42352878.0,74451333.0,1937.0,5,1
410,000000001004010,2011,42352878.0,74451333.0,1937.0,5,1
411,000000001004010,2012,42352878.0,74451333.0,1937.0,5,1
412,000000001004010,2013,42352878.0,74451333.0,1937.0,5,1
413,000000001004010,2014,42352878.0,74451333.0,1937.0,5,1
414,000000001004010,2015,42352878.0,74451333.0,1937.0,5,1
415,000000001004010,2016,42352878.0,74451333.0,1937.0,5,1
416,000000001004010,2017,42352869.0,74451380.0,1937.0,5,1
417,000000001004010,2018,42352869.0,74451380.0,1937.0,5,1
418,000000001004010,2019,42352869.0,74451380.0,1937.0,5,1
419,000000001004010,2020,42352869.0,74451380.0,1937.0,5,1
420,000000001004010,2021,42352869.0,74451380.0,1937.0,5,1
421,000000001004010,2022,42352869.0,74451380.0,1937.0,5,1
422,000000001004010,2023,42352869.0,74451380.0,1937.0,5,1
